,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
902,VFDPXCQZD,bug eaters,An person of Asian descent.,,False,,,eng,bug eater,,,False,True,False,False,False,False,False,105,3,3,2018-11-01 20:33:50,2018-11-01 20:33:50
903,gmZrUoKtk,buk buks,"In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.",,False,,50.0,eng,buk buk,,,True,True,False,False,False,False,False,1,0,0,2018-11-01 20:33:50,2018-11-01 20:33:50
904,pkvkosHtm,bumblebees,A person of mixed black and Asian parentage.,An insect,False,,50.0,eng,bumblebee,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:50,2018-11-01 20:33:50
905,RfrXgPeAC,brownies,"[1] A person of mixed white and black ancestry; a mulatto. [2] A young, brown-skinned person 1940s-1950s.",Type of dessert,False,,,eng,brownie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:49,2018-11-01 20:33:49
906,mbteeVeLF,bubbles,A person of Greek descent. 'Bubble and squeak' is Cockney slang for Greek.,A globule of one substance suspended in another,False,,,eng,bubble,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:49,2018-11-01 20:33:49
907,NbznvQwLB,bucketheads,A person of Korean descent.,,False,,,eng,buckethead,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:49,2018-11-01 20:33:49
908,EYjaZomw7,buckras,"African-Americans slur for Caucasians in the Southeast United States , particularly Caucasians in a position of authority, possibly from Efik word 'mbakara' meaning 'master'",,False,US,,eng,buckra,,,False,True,False,False,False,False,False,73,9,9,2018-11-01 20:33:49,2018-11-01 20:33:49
909,awzd6Dknc,bucks,[1] A male Native American. [2] A male black person.,Male animal,False,,50.0,eng,buck,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:49,2018-11-01 20:33:49
910,vppczeurd,brown invader,Accusative term for refugees or immigrants of darker complexion,,True,,75.0,eng,,black invader,,False,True,False,False,False,False,False,21,0,0,2018-11-01 20:33:48,2018-11-01 20:33:48
911,ahksavykw,brown invaders,Accusative term for refugees or immigrants of darker complexion,,True,,75.0,eng,brown invader,,,False,True,False,False,False,False,False,161,2,2,2018-11-01 20:33:48,2018-11-01 20:33:48
912,FFRTQgFgB,border niggers,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,100.0,eng,border nigger,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:47,2018-11-01 20:33:47
913,obimJwDPs,Bounty bars,"White on the inside and brown on the outside, like a Bounty chocolate bar. As with wigger, this is both a subcultural and ethnic slur. The immediate target is criticized for having the cultural values of a different ethnic group, with the implication that the ethnic group in question is bad or inferior. Coconut and Oreo are used in the same way.",,False,,50.0,eng,Bounty bar,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:47,2018-11-01 20:33:47
914,FChUoXvLQ,boxheads,A person of German descent.,,False,,,eng,boxhead,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:47,2018-11-01 20:33:47
915,Zzbwxdk7a,brass ankles,"[1] A person of mixed Caucasian, Native American, and African ancestry in Southern Carolina [2] A person of African ancestry attempting to pass as Caucasian",,False,,,eng,brass ankle,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 20:33:47,2018-11-01 20:33:47
916,Hp3DXYHAK,boos,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",An exclamation intended to scare the listener,False,,,eng,boo,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:46,2018-11-01 20:33:46
917,ngiDeZpXu,bootlips,A term for African Americans,,False,,100.0,eng,bootlip,,,False,True,False,False,False,False,False,11,1,1,2018-11-01 20:33:46,2018-11-01 20:33:46
918,CsMJUAJZd,border bunnies,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,,eng,border bunny,,,False,True,False,False,False,False,False,54,4,4,2018-11-01 20:33:46,2018-11-01 20:33:46
919,UhxDeasWz,border hoppers,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,,eng,border hopper,,,False,True,False,False,False,False,False,961,41,41,2018-11-01 20:33:46,2018-11-01 20:33:46
920,BbYRko6KU,border jumpers,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,,eng,border jumper,,,False,True,False,False,False,False,False,1456,41,41,2018-11-01 20:33:46,2018-11-01 20:33:46
921,JsDi4YGpe,booners,"Canberra word for white trash or redneck, sometimes shortened to boon",,False,,,eng,booner,,,True,False,False,False,False,False,True,52,0,0,2018-11-01 20:33:45,2018-11-01 20:33:45
922,FAx3nyAZi,boongas,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,False,,,eng,boonga,,,False,True,False,False,False,False,False,30,0,0,2018-11-01 20:33:45,2018-11-01 20:33:45
923,nPiErFPmx,boongs,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,False,,,eng,boong,,,False,True,False,False,False,False,False,38,0,0,2018-11-01 20:33:45,2018-11-01 20:33:45
924,teyoCicNy,boonies,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",,False,,26.0,eng,boonie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:45,2018-11-01 20:33:45
925,LamZYCkdb,boons,"Canberra word for white trash or redneck, sometimes shortened to boon",A windfall or beneficial event,False,,,eng,boon,,,True,False,False,False,False,False,True,0,0,0,2018-11-01 20:33:45,2018-11-01 20:33:45
926,afQYbK6BZ,bongs,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",A device for ingesting marijuana,False,,,eng,bong,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:44,2018-11-01 20:33:44
927,NZPgUoXbx,boojies,"[1] A middle-class American, derived from bourgeois [2] An American Indian.",,False,,,eng,boojie,,,False,True,False,False,False,False,True,6,0,0,2018-11-01 20:33:44,2018-11-01 20:33:44
928,G4CkWkjqP,book books,"In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.",,False,,,eng,book book,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:44,2018-11-01 20:33:44
929,CZoaPQfkm,bog hoppers,A person of common or low class Irish ancestry.,,True,,,eng,bog hopper,,,True,False,False,False,False,False,True,13,0,0,2018-11-01 20:33:43,2018-11-01 20:33:43
930,bWDAKxDbY,bog jumpers,A person of common or low class Irish ancestry.,,True,,38.0,eng,bog jumper,,,True,False,False,False,False,False,True,3,0,0,2018-11-01 20:33:43,2018-11-01 20:33:43
931,hCzQckqLu,bog trotters,A person of common or low class Irish ancestry.,,True,,100.0,eng,bog trotter,,,True,False,False,False,False,False,True,235,8,8,2018-11-01 20:33:43,2018-11-01 20:33:43
932,ZfcunBxMA,bogans,"[1] A male Native American. [2] In Australia or New Zealand, white trash or a redneck.",,False,,75.0,eng,bogan,,,True,True,False,False,False,False,True,504,19,19,2018-11-01 20:33:43,2018-11-01 20:33:43
933,pQXBbqXja,bohunks,A person of east-central European descent. Originally referred to those of Bohemian (now Czech Republic) descent. It was commonly used toward Ukrainian immigrants during the early 20th century.,,False,,,eng,bohunk,,,True,True,False,False,False,False,False,64,2,2,2018-11-01 20:33:43,2018-11-01 20:33:43
934,P3GaZAtGq,blaxicans,A person of mixed Mexican and African ancestry,,True,,44.0,eng,blaxican,,,True,True,False,False,False,False,False,131,3,3,2018-11-01 20:33:42,2018-11-01 20:33:42
935,xWdqvqUhf,blockheads,"In Australia, a person of Macedonian descent.",,False,,,eng,blockhead,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:42,2018-11-01 20:33:42
936,sXTEqJqsx,bludgers,[1] A shiftless or unemployed person. [2] A pimp.,,False,,,eng,bludger,,,False,False,False,False,False,False,True,0,0,0,2018-11-01 20:33:42,2018-11-01 20:33:42
937,PtYczJbsH,blue gums,A black person.,,False,,25.0,eng,blue gum,,,False,True,False,False,False,False,False,74,3,3,2018-11-01 20:33:42,2018-11-01 20:33:42
938,RYJRsEinq,bluegums,An African-American perceived as being lazy and who refuses to work.,,False,,,eng,bluegum,,,False,True,False,False,False,False,False,23,0,0,2018-11-01 20:33:42,2018-11-01 20:33:42
939,gryozFdeV,black Barbies,A black woman when she wears her hair and makeup to try and look like a white woman.,A doll,False,,,eng,black Barbie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:41,2018-11-01 20:33:41
940,yZ4zLcfXs,black dagos,[1] A Sicilian [2] A darker-skinned Italian [3] An Italian of allegedly African ancestry,,True,,,eng,black dago,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:41,2018-11-01 20:33:41
941,yoAGYcwDn,black invaders,Accusative term for refugees or immigrants of darker complexion,,True,,,eng,black invader,,,False,True,False,False,False,False,False,22,0,0,2018-11-01 20:33:41,2018-11-01 20:33:41
942,pdFFuEQWA,bints,A human female,,False,,10.0,eng,bint,,,False,False,False,True,False,False,False,244,12,12,2018-11-01 20:33:40,2018-11-01 20:33:40
943,iojqzthth,birds,"In the UK, derogatory word for woman",Winged vertebrate,False,,25.0,eng,bird,,,False,False,False,True,False,False,False,0,0,0,2018-11-01 20:33:40,2018-11-01 20:33:40
944,rAmNt4BDp,bitter clingers,one who clings to their guns and religions,,False,,25.0,eng,bitter clinger,,,False,False,False,False,False,False,True,331,3,3,2018-11-01 20:33:40,2018-11-01 20:33:40
945,WzbDUTCQC,bix noods,An African-American,,False,,,eng,bix nood,,,False,True,False,False,False,False,False,6,1,1,2018-11-01 20:33:40,2018-11-01 20:33:40
946,NgECBiZzY,bhremptis,"An Indian, based on the perceived pronunciation of 'twenty'.",,False,,,eng,bhrempti,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39
947,KZaWfDssU,beaner shnitzels,Offspring of a hispanic parent and a German parent,,True,,,eng,beaner shnitzel,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39
948,tvNnRmTKD,beaners,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",,False,,100.0,eng,beaner,,,False,True,False,False,False,False,False,681,31,31,2018-11-01 20:33:39,2018-11-01 20:33:39
949,XupoxRUJ4,beanies,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",,False,,,eng,beaney,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39
950,wXBVLXa43,Bengalis,"Used by Myanmar Buddhists to foment hate and exclusion from citizenship of Muslims. Calling them ""Bengali"" indicates they should be eliminated from Myanmar.",A Bengali citizen or inhabitant of Bangladesh,False,,41.0,eng,Bengali,,,True,True,True,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39
951,chajwxwhX,beach niggers,An overly tanned Caucasian,,True,,,eng,beach nigger,,,False,True,False,False,False,False,False,3,0,0,2018-11-01 20:33:38,2018-11-01 20:33:38
952,dVBvEXYEm,bean dippers,A non-hispanic person who dates hispanic women,,False,,25.0,eng,bean dipper,,,False,True,False,False,False,False,False,2,0,0,2018-11-01 20:33:38,2018-11-01 20:33:38
953,oNHANQscn,beaner babies,An infant of hispanic descent,,True,,86.0,eng,,anchor baby,,False,True,False,False,False,False,False,78,2,2,2018-11-01 20:33:38,2018-11-01 20:33:38
954,temXUPiyk,beaner baby,An infant of hispanic descent,,True,,96.0,eng,,anchor babies,,False,True,False,False,False,False,False,134,4,4,2018-11-01 20:33:38,2018-11-01 20:33:38
955,KZLFmdpfY,banana benders,An Australian from Queensland,,True,,1.0,eng,banana bender,,,True,False,False,False,False,False,False,198,11,11,2018-11-01 20:33:37,2018-11-01 20:33:37
956,iYwnzkVun,banana landers,An Australian from Queensland,,True,,,eng,banana lander,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:37,2018-11-01 20:33:37
957,zHVtG2zDd,bananas,"An Asian-American who has lost their heritage. Yellow on the outside, white on the inside.",A fruit,False,,,eng,banana,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:37,2018-11-01 20:33:37
958,BiGrCzyJU,bamboo coons,A person of Chinese ancestry,,True,,,eng,bamboo coon,,,True,True,False,False,False,False,False,1,0,0,2018-11-01 20:33:36,2018-11-01 20:33:36
959,UNPQRsKHE,Aunt Janes,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,25.0,eng,Aunt Jane,,,False,True,False,False,False,False,False,10,1,1,2018-11-01 20:33:35,2018-11-01 20:33:35
960,JitgPJQfP,Aunt Jemimas,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,50.0,eng,Aunt Jemima,,,False,True,False,False,False,False,False,165,0,0,2018-11-01 20:33:35,2018-11-01 20:33:35
961,PJbqZaFtk,Aunt Marys,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,63.0,eng,Aunt Mary,,,False,True,False,False,False,False,False,16,0,0,2018-11-01 20:33:35,2018-11-01 20:33:35
962,HCZseQRri,Aunt Sallys,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,,eng,Aunt Sally,,,False,True,False,False,False,False,False,12,0,0,2018-11-01 20:33:35,2018-11-01 20:33:35
963,fNaTqgDmv,azns,Abbreviation for 'asian',,False,,,eng,azn,,,False,True,False,False,False,False,False,159,7,7,2018-11-01 20:33:35,2018-11-01 20:33:35
964,hDrCYKWyY,Argies,An Argentinian.,,False,,,eng,Argie,,,True,False,False,False,False,False,False,205,11,11,2018-11-01 20:33:34,2018-11-01 20:33:34
965,tVbseqfjx,Armos,A person of Armenian descent.,,False,,,eng,Armo,,,False,True,False,False,False,False,False,122,8,8,2018-11-01 20:33:34,2018-11-01 20:33:34
966,YKTHARGvB,Anglos,"A Caucasian, particularly an American",,False,,,eng,Anglo,,,False,True,False,False,False,False,False,228,5,5,2018-11-01 20:33:33,2018-11-01 20:33:33
967,kAnxuagZJ,Anns,"A white woman to a black person, or a black woman who acts too much like a white one. While Miss Ann, also just plain Ann, is a derisive reference to the white woman, by extension it is applied to any black woman who puts on airs and tries to act like Miss Ann.",A person's name,False,,63.0,eng,Ann,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:33,2018-11-01 20:33:33
968,kuuCGBswG,apes,A black person,A primate,False,,93.0,eng,ape,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:33,2018-11-01 20:33:33
969,wesJaXio4,apples,"An American Indian (Native American) who is 'red on the outside, white on the inside.' Used primarily by other American Indians to indicate someone who has lost touch with their cultural identity. First used in the 1980s.",A fruit,False,,,eng,apple,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:33,2018-11-01 20:33:33
970,uXJuFbgGn,Amos,An Amish person.,,False,,50.0,eng,Amo,,,False,False,True,False,False,False,False,0,0,0,2018-11-01 20:33:32,2018-11-01 20:33:32
971,dUzTUnsBR,anchor babies,"A child of illegal immigrants, particularly in the United States, from the notion of dropping an anchor for other family members to acquire citizenship",,True,,62.0,eng,anchor baby,,,False,True,False,False,False,False,False,1311,47,47,2018-11-01 20:33:32,2018-11-01 20:33:32
972,PxsWdFnsW,Angies,"Used in Quebec to denote English-speaking Canadians, from 'Anglophone'.",A person's name,False,,,eng,Angie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:32,2018-11-01 20:33:32
973,KeAHsWNKo,Americoons,Combination of American and 'coon',,True,,,eng,Americoon,,,False,True,False,False,False,False,False,54,5,5,2018-11-01 20:33:31,2018-11-01 20:33:31
974,FKLGmBHnA,Ahabs,From Moby-Dick. Ahab hunted the white whale.,,False,,72.0,eng,Ahab,,,False,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:29,2018-11-01 20:33:29
975,VWqNzWkeA,albinos,A Caucasian person.,One who is born with an absence of skin and hair pigmentation,False,,,eng,albino,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:29,2018-11-01 20:33:29
976,FfBcDJC9H,abos,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",,False,,82.0,eng,abo,,,False,True,False,False,False,False,False,29,4,4,2018-11-01 20:33:28,2018-11-01 20:33:28
977,uK22Hwkqz,African catfishes,Referring to Muslims in Myanmar as an invasive species,,True,,,eng,African catfish,,,False,True,True,False,False,False,False,0,0,0,2018-11-01 20:33:28,2018-11-01 20:33:28
978,rhjpYp2ee,Africoons,Combination of African and 'coon'.,,True,,89.0,eng,Africoon,,,False,True,False,False,False,False,False,424,28,28,2018-11-01 20:33:28,2018-11-01 20:33:28
979,2HZo9mCFi,Afro-Saxons,Caucasian person who 'acts black',,True,,25.0,eng,Afro-Saxon,,,False,True,False,False,False,False,False,68,1,1,2018-11-01 20:33:28,2018-11-01 20:33:28
980,cATPpXa4G,afs,"An African, used by white Rhodesians.",,False,,100.0,eng,af,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:28,2018-11-01 20:33:28
981,4wdioUyAQ,abbos,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",,False,,100.0,eng,abbo,,,False,True,False,False,False,False,False,63,5,5,2018-11-01 20:33:27,2018-11-01 20:33:27
982,ExHX2yTyR,ABCDs,"American-Born Confused Desi, Indian Americans, Pakistani Americans or other South Asians, (desi) who were born in the United States. Used chiefly by South Asian immigrants to imply confusion about cultural identity.",First letters of the English alphabet,False,,40.0,eng,ABCD,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:27,2018-11-01 20:33:27
983,NtvpxgvMT,ziojew,Derogatory term for a Jewish zionist or those being accused of such,,True,,96.0,eng,,,,False,True,True,False,False,False,False,59,0,0,2018-11-01 19:42:49,2018-11-01 19:42:49
984,czQmdgfms,yard ape,A black person,,True,,99.0,eng,,,,False,True,False,False,False,False,False,187,4,4,2018-11-01 19:42:47,2018-11-01 19:42:47
985,DAGYWQbgi,yellow invader,Accusative term for refugees or immigrants from Asia,,True,,97.0,eng,,,,False,True,False,False,False,False,False,14,1,1,2018-11-01 19:42:47,2018-11-01 19:42:47
986,dzgfnwkrZ,wegro,A white person who is acting like a black person,,False,,99.0,eng,,,,False,True,False,False,False,False,False,32,1,1,2018-11-01 19:42:46,2018-11-01 19:42:46
987,RCAkVRfYf,whigga,A white person who is acting like a black person,,True,,71.0,eng,,,,False,True,False,False,False,False,False,1426,57,57,2018-11-01 19:42:46,2018-11-01 19:42:46
988,KEZm8ckXa,tree nigger,A Native American person,,True,,100.0,eng,,,,False,True,False,False,False,False,False,13,3,3,2018-11-01 19:42:45,2018-11-01 19:42:45
989,oeRxL7WaN,wapanese,A white person who is acting like a Japanese person,,False,,78.0,eng,,,,False,True,False,False,False,False,False,44,2,2,2018-11-01 19:42:45,2018-11-01 19:42:45
990,VxcEzomv2,suspook,A black person suspected of a crime,,True,,99.0,eng,,,,False,True,False,False,False,False,False,8,0,0,2018-11-01 19:42:43,2018-11-01 19:42:43
991,Y9kqviVYq,taco nigger,An Hispanic person,,True,,99.0,eng,,,,False,True,False,False,False,False,False,23,2,2,2018-11-01 19:42:43,2018-11-01 19:42:43
992,sXCcFRi2B,sheboon,Combination of 'she' and 'baboon' to indicate a black woman,,True,,99.0,eng,,,,False,True,False,False,False,False,False,1102,46,46,2018-11-01 19:42:40,2018-11-01 19:42:40
993,Ln8VMqGCX,sand nip,A person from the South Pacific,,True,,99.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 19:42:38,2018-11-01 19:42:38
994,CedaYXctD,reffo,Derogatory term for refugees,,False,,95.0,eng,,,,False,True,False,False,False,False,False,40,0,0,2018-11-01 19:42:37,2018-11-01 19:42:37
995,VKmAhQTR2,rice nigger,An Asian person,,True,,93.0,eng,,,,False,True,False,False,False,False,False,33,0,0,2018-11-01 19:42:37,2018-11-01 19:42:37
996,HeThmckyy,red nigger,A Native American person,,True,,98.0,eng,,,,False,True,False,False,False,False,False,32,0,0,2018-11-01 19:42:36,2018-11-01 19:42:36
997, tEKbCmzG,pavement ape,A black person,,True,,98.0,eng,,,,False,True,False,False,False,False,False,286,5,5,2018-11-01 19:42:30,2018-11-01 19:42:30
998,eLqnd73CV,Palestinkian,Childish slur for Palestinians,,True,,48.0,eng,,,,True,False,False,False,False,False,False,3,0,0,2018-11-01 19:42:29,2018-11-01 19:42:29
999,UyxRQXYGZ,niggera,Alternative use of the term 'nigger',,True,,98.0,eng,,,,False,True,False,False,False,False,False,144,4,4,2018-11-01 19:42:28,2018-11-01 19:42:28
1000,KZLFMFzqY,niggerette,Female diminuitive of 'nigger',,True,,98.0,eng,,,,False,True,False,False,False,False,False,91,7,7,2018-11-01 19:42:28,2018-11-01 19:42:28
1001,4geTZPV4f,niggerfag,A homosexual of African descent,,True,,98.0,eng,,,,False,True,False,False,True,False,False,11,0,0,2018-11-01 19:42:28,2018-11-01 19:42:28
1002,MhpsEBUGG,niggerize,To increase African American / African influence,,True,,98.0,eng,,,,False,True,False,False,False,False,False,79,1,1,2018-11-01 19:42:28,2018-11-01 19:42:28
1003,PwazibGyA,niggerwool,Describing the texture of African American hair,,True,,98.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 19:42:28,2018-11-01 19:42:28
1004,RnVgazWDZ,nigger-knock,Intimidation of black families by anonymous knocking on their front doors,,True,,99.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 19:42:27,2018-11-01 19:42:27
1005,MQGLHULja,nappyhead,Describing the texture of African American hair,,True,,99.0,eng,,,,False,True,False,False,False,False,False,154,1,1,2018-11-01 19:42:25,2018-11-01 19:42:25
1006,wEYnsHwCX,muzzpig,Derogatory portmanteau of Muslim and 'pig',,True,,94.0,eng,,,,False,False,True,False,False,False,False,1,0,0,2018-11-01 19:42:24,2018-11-01 19:42:24
1007,VtzBYjZGF,muzzrat,Derogatory portmanteau of Muslim and 'rat',,True,,94.0,eng,,,,False,False,True,False,False,False,False,157,2,2,2018-11-01 19:42:24,2018-11-01 19:42:24
1008,gZyFnochq,muzzy,Perjorative diminuitive of Muslim,,True,,83.0,eng,,,,False,False,True,False,False,False,False,496,15,15,2018-11-01 19:42:24,2018-11-01 19:42:24
1009,BZoFdqLCY,musla,Perjorative diminuitive of Muslim,,False,,94.0,eng,,,,False,False,True,False,False,False,False,82,2,2,2018-11-01 19:42:23,2018-11-01 19:42:23
1010,sfCkhijyu,muslimal,Derogatory portmanteau of Muslim and 'animal',,True,,80.0,eng,,,,False,False,True,False,False,False,False,5,1,1,2018-11-01 19:42:23,2018-11-01 19:42:23
1011,DHWeAGvKd,kneegrow,Alternative form of 'negro',,True,,99.0,eng,,,,False,True,False,False,False,False,False,1503,66,66,2018-11-01 19:42:19,2018-11-01 19:42:19
1012,bYNFmB8LF,jewbag,A selfish or greedy Jew,,True,,96.0,eng,,,,False,True,True,False,False,False,False,65,1,1,2018-11-01 19:42:18,2018-11-01 19:42:18
1013,cRsYPQKdm,jew-fucker,One who has sexual relations with Jews,,True,,93.0,eng,,,,False,True,True,False,False,False,False,5,0,0,2018-11-01 19:42:17,2018-11-01 19:42:17
1014,eMDrkxqjs,honklet,The diminuitive of 'honky',,True,,83.0,eng,,,,False,True,False,False,False,False,False,15,0,0,2018-11-01 19:42:16,2018-11-01 19:42:16
1015,dLqTxhyMq,hori,Perjorative term for Maori people,,False,,83.0,eng,,,,False,True,False,False,False,False,False,41,3,3,2018-11-01 19:42:16,2018-11-01 19:42:16
1016,G8FKDRnpW,guidette,A woman of Italian descent,,False,,80.0,eng,,,,False,True,False,False,False,False,False,223,7,7,2018-11-01 19:42:14,2018-11-01 19:42:14
1017,wKoDjEFZY,gash,Derogatory term referring to a woman's genitals,,False,,85.0,eng,,,,False,False,False,True,False,False,False,0,0,0,2018-11-01 19:42:13,2018-11-01 19:42:13
1018,ndkUVAgRe,gay,[1] Someone who acts like a homosexual [2] Something stupid.,A homosexual,False,,76.0,eng,,,,False,False,False,False,True,False,False,1,0,0,2018-11-01 19:42:13,2018-11-01 19:42:13
1019,MNG9UNPHj,gimp,A disabled person,,False,,97.0,eng,,,,False,False,False,False,False,True,False,355,5,5,2018-11-01 19:42:13,2018-11-01 19:42:13
1020,LaVFXPUYE,fudgepacker,A homosexual who engages in anal sex,,True,,69.0,eng,,,,False,False,False,True,True,False,False,755,38,38,2018-11-01 19:42:12,2018-11-01 19:42:12
1021,jdWVrzLjZ,flipabeano,A person of Filipino and Mexican descent,,True,,70.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 19:42:11,2018-11-01 19:42:11
1022,cEBJ2nMNX,fagbag,A homosexual male,,True,,98.0,eng,,,,False,False,False,False,True,False,False,809,31,31,2018-11-01 19:42:10,2018-11-01 19:42:10
1023,rknwZYjMw,derka derka,Derogatory interpretation of the Arabic language; most often applied in contexts relating to the Middle East and North Africa or Muslims in general,,True,,82.0,eng,,,,False,True,True,False,False,False,False,34,0,0,2018-11-01 19:42:09,2018-11-01 19:42:09
1024,pczCEQBNb,dindu nuffin,"A derogatory contraction of the words ""didn't do nothing,"" popularized as a slur against black people as a mockery of regional pronunciation",,True,,98.0,eng,,,,False,True,False,False,False,False,False,1664,68,68,2018-11-01 19:42:09,2018-11-01 19:42:09
1025,3tKVVTwnL,coonadian,A Canadian of African descent; sometimes applied to aboriginals,,True,,99.0,eng,,,,False,True,False,False,False,False,False,13,0,0,2018-11-01 19:42:08,2018-11-01 19:42:08
1026,tuUvptZQx,clog wog,A Dutch person,,False,US,61.0,eng,,,,True,True,False,False,False,False,False,16,0,0,2018-11-01 19:42:07,2018-11-01 19:42:07
1027,TrpChfsZt,cocksucker,A homosexual who engages in oral sex,Generic insult without sexual context,False,,74.0,eng,,,,False,False,False,False,True,False,False,0,0,0,2018-11-01 19:42:07,2018-11-01 19:42:07
1028,VxcXGhGEJ,Congoid,Some concatenation of Congo and mongoloid,,True,,92.0,eng,,,,False,True,False,False,False,False,False,392,28,28,2018-11-01 19:42:07,2018-11-01 19:42:07
1029,YDaaFLwuu,chimp-out,Acts of aggression commited by a black person,,False,,97.0,eng,,,,False,True,False,False,False,False,False,87,1,1,2018-11-01 19:42:06,2018-11-01 19:42:06
